material,description
102255,GUARDA CHUVA
102257,PALLET BRANCO
102258,FITILHO ESCURO UN
102259,ROLO DE PANO MULTIUSO
102260,PASTA DE PROVOLONE KG
102261,PASTA DE TOMATE SECO KG
102262,MOLHO DE MOSTARDA COM MEL KG
102264,PASTA DE ATUM KG
102270,PASTA DE ALHO KG
102273,MOLHO CARPACCIO KG
102281,PASTA DE CEBOLA COM OREGANO KG
102283,MORTADELA TRADICIONAL CERATTI KG
102285,LOMBO CANADENSE CERATTI KG
102288,VIN TTO CHIL CAB SAU CON Y TORO RE 750ML
102289,VIN TTO CHIL CAB SAL CASIL DE DIAB 750ML
102292,POTE COM LACRE 500 ML
102293,POTE COM LACRE 1 LT
102295,SACOLA CAMISETA TRADICIONAL 40X50
102296,LUVA DE MALHA DE ACO PUNHO CURTO M
102297,ETIQUETA TERMICA 60X90
102300,FRASCO DE COCO LITRO
102302,FRASCO DE COCO 500ML
102303,BANDEJA B4 BRANCA FUNDA
102304,SACOLA ESPECIAL PARA 1 GARRAFA
102305,ETIQUETA PROCESSADOS HORTIFRUTI
102310,BANDEJA B3 BRANCA FUNDA
102311,BANDEJA B3 AMARELA FUNDA
102312,BANDEJA B2 AMARELA FUNDA
102313,SACO PP  UVA
102318,PALLET CINZA
102321,TAMPA PARA POTE TERM 400 ML 20JL
102325,SACOLA CAMISETA REF 40X50
102327,POTE COM LACRE 330ML
102328,BOBINA PICOTADA ESTRELA 34 X 50 MEDIA
102329,BOBINA PICOTADA ESTRELA 39 X 60 GRANDE
102330,BOBINA PIC 25 X 39,5 PEQ
102333,ETIQUETA TERMICA 60 X 125
102334,FILME PVC P ACOUGUE 38X1000X9,5
102335,BANDEJA B1 PRETA RASA
102336,BANDEJA B1 AMARELA
102351,BANDEJA PAPAYA COM FUROS GF15
102352,DISCO ISOPOR 20cm
102359,SACOLA CAMISETA OXI BIODEGRADAVEL 30X45
102360,SACOLA CAMISETA OXI BIODEGRADAVEL 40X50
102361,SACOLA CAMISETA REFRIGERADA OXI 40X50
102365,ETIQUETA ROTISSERIA HORTIFRUTI
102368,EMBALAGEM SANDUICHE PET G560
102372,COND PIM REIN PRE PO AROMA DAS ERVAS 50G
102373,COND CEB ALHO E SALS AROMA DAS ERVAS 40G
102374,COND NOZ MOSCADA EM PO AROMA ERVAS 30G
102376,COND CANELA PO AROMA DAS ERVAS 50G
102378,COND ALHO GRANULADO AROMA DAS ERVAS 60G
102379,COND CRA DA IND FLOR AROMA DAS ERVAS 30G
102387,CONTRA FILE PECA KG
102388,PIZZA FRIGIDEIRA MASSALEVE 250G
102392,VIN TTO CHILE CAMERNE RES RAVANAL 750ML
102419,FRANGO CARCACA KG
102421,FILE PEI FRAN CONG SAD 1K
102439,SOBRECOXA FRANGO CONGELADA SADIA 1KG
102447,GALETO CONGELADO KG
102453,PERNIL SUINO COM OSSO CONGELADO KG
102460,COXA SOBRECOX D PATO VILLA GERMANIA 480G
102462,MARECO CONGELADO KG
102465,CARPACCIO CARNE CONGELADO CENNTABY 300G
102479,CHA DE DENTRO PECA kg
102485,LAGARTO PLANO PECA KG
102489,PATINHO PECA KG
102495,LAGARTO REDONDO PECA A VACUO KG
102499,PICANHA BOVINA PECA A VACUO KG
102500,QJO PARM PARMENTINO SKANDIA POLENGHI KG
102501,MANT COM SAL POTE AVIACAO 200G
102503,CREME VEGETAL PRO ACTIVE BECEL 250G
102512,ALOUETTE POLENGHI KG
102514,QJO COBOCO PREMIUM VERDE CAMPO KG
102517,DIVISORIA ACRILICO 50X22
102520,CALCA JEANS - N. 48
102521,CAMISA MALHA - GG
102524,SAPATO MASCULINO - N. 40
102535,QJO MUSS BUFALA FAT BOM DESTINO KG
102536,VIN BCO BRA GEWUR PREMI CASA VALDU 750ML
102537,GELEIA PIMENTA VERMELHA QUEENSBERRY 320G
102538,GELEIA MENTA E HORTELA QUEENSBERRY 320G
102541,CHOCOLATE SUICO MILK ALMONDS LINDT 100G
102542,VIN TTO CHIL CAB SAU VENTISQ CLASS 750ML
102543,VIN TTO CHILE SHIRA CLASSI VENTISQ 750ML
102544,VIN TTO CHILE CARMENERE VENTIS RES 750ML
102546,TORRESMO PRONTO TORRESMINAS 80G
102550,CAPONATA BERINGELA E PIMENTAO KG
102561,PEITO DE PATO UND 480G
102563,PASTA DE GRAO DE BICO KG
102565,QJO BRIE SELECTION POLENGHI 125G
102566,QJO CAMEMBERT SELECTION POLENGHI 125G
102569,RAVIOLI CARNE MASSA LEVE 400g
102608,FIGADO BOVINO CONGELADO KG
102619,PINCEL MARCADOR VERMELHO
102626,LINGUICA FILE DE FRANGO DEFUMADA 400G
102630,ZIX 40
102656,CAMISA  CARECA MARRON  NT PP
102711,MEDALHAO DE FILE DE PEITO DE FRANGO
102723,EMBALAGEM REFEICAO 250ML GA88
102724,EMBALAGEM REFEICAO 500ML GA90
102725,EMBALAGEM REFEICAO 750ML GA92
102727,ABSORVENTE PARA CARNE GRANDE
102729,BANDEJA B4 AMARELA RASA
102730,BANDEJA B3 AMARELA RASA
102731,BANDEJA B2 BRANCA RASA
102771,PLACA OFERTA A6
102791,MATERIAL DE HIGIENE E LIMPEZA
102792,FORMULARIO NF
102807,LINGUICA TIP CALABRESA ENR PERDIGAO 500G
102808,LINGUICA GUANABARA FINA SADIA 500G
102809,FRANGO CAIPIRA CONGELADO KG
102813,KAFTA BOVINA kg
102840,CHARQUE TRASEIRO 500G
102841,CHARQUE TRASEIRO A GRANEL KG
102845,FRANGO DEFUMADO SEARA KG
102850,FRANGO DEFUMADO PERDIGAO KG
102852,VIN BCO BRAS NATUREL SUAV CAS VALD 750ML
102853,VIN TTO BRAS NATUR SUAVE CASA VALD 750ML
102854,ESPUM BRANCO CASA VALDUGA MOSCATEL 750ML
102857,PRES SEM CAPA COZIDO SADIA KG
102860,BLANQUET DE PERU SADIA KG
102862,SALAME ITALIANO SADIA KG
102885,MAMINHA PECA A VACUO KG
102888,FRALDINHA A VACUO KG
102890,ACEM PECA KG
102917,REFIL DE VASSOURA NOVICA
102918,CABO ALUMINIO PARA VASSOURA
102932,PASTA ITALIANA KG
102936,TENDER ASSADO KG
102937,PERU ASSADO FESTA KG
102979,FRANGO DEFUMADO SADIA KG
102980,BACON FATIADO SADIA 250G
102981,HAMB BOVINO SADIA 672G
102983,LASANHA BOLONHESA SADIA 600G
102984,LASANHA 4 QUEIJOS SADIA 600G
102986,LINGUICA CALABRESA CURADA SADIA 500G
102987,NUGGETS DE FRANGO CROCANTE SADIA 300G
102988,NUGGETS DE FRANGO COM QUEIJO SADIA 300G
102989,PEITO DE PERU BOLINHA TEMPERADO SADIA KG
102990,PERU INTEI TEMPERADO CONGELADO SADIA KG
102991,NUGGETS DE FRANGO TRADICIONAL SADIA 300G
102992,SALSICHA DE FRANGO LIGHT SADIA 500G
102993,SALSICHA HOT DOG SADIA 500G
103008,ASSADO DE TIRAS BOVINO KG
103011,LINGUICA MINEIRA DEFUMADA 400G
103023,RETALHO BOVINO KG
103077,COST BOV SEM OS TEM REC
103078,HAMBURGER BOVINO KG
103086,CHESTER DESOSSADO CONGELADO PERDIGAO KG
103283,MINI TENDER BOLINHA RESFRIADO SADIA KG
103286,CHESTER INTEIRO CONGELADO PERDIGAO KG
103290,TENDER BOLINHA RESFRIADO PERDIGAO KG
103331,LINGUICA MISTA FININHA SADIA 240G
103348,LUVA PARA LIMPEZA AMARELA G
103349,LUVA PARA LIMPEZA AMARELA M
103350,LUVA LATEX PROCEDIMENTO C PO CX100UND P
103351,CAIXA MASCARA DESCARTAVEL
103614,CADEADO PARA MALAS
103760,SUPORTE ROLAO 300 500M EXACCTA BCO AZUL
103898,MEL IN NATURA APIARIO FLOR DA SERRA 800G
103899,MEL IN NATURA APIARIO FLOR DA SERRA 450G
103906,BANANADA DIET PARAIBUNA 200G
103912,UVA PASSA BRANCA KG
103913,MILHO VERDE A VACUO BONDUELLE 285G
103923,BATATA TIPO PALHA DUGATI KG
103953,GOMET S KG
103954,DISQUET S KG
103955,FOLHADO BANANA C CANELA FORNO MINAS 240G
103961,BROWNIE CHOCOLATE FINARTE 300G
103963,BOLO AMERIC CAST UVA PASSAS FINARTE 350G
103969,ACEROLA CONGELADA 1KG
103977,SUCO DE MACA ADES 1000ML
103978,SUCO DE LARANJA ADES 1000ML
103979,SUCO DE PESSEGO ADES 1000ML
103980,SUCO MACA S ADICAO ACUCAR SUVALAN 1000ML
104016,MOLHO SAKURA PREMIUM 150ML
104017,MOLHO INGLES SAKURA 150ML
104019,AZEITE EXTRA VIRGEM BORGES 500ML
104020,COGUMELO CONSERVA BOMBONA OASIS KG
104027,AZEITONA VERDE COM CAROCO ARAUCO KG
104028,AZEITONA PRETA AZAPA KG
104029,AZEITONA PRETA PORTUGUESA KG
104030,AZEITONA VERDE RECHEADA  KG
104031,AZEITONA VERDE SEM CAROCO KG
104032,CEBOLINHA CRISTAL CONSERVA KG
104033,CEREJA MARRASCHINO KG
104034,MOSTARDA ESCURA TP HOLANDESA HEMMER 200G
104056,COND NOZ MOSCADA BON APETIT 6G
104061,COND PIM D REI PRET EM PO BON APETIT 18G
104078,HIDROSTERIL FILIZONE 50ML
104110,QJO MUSS PALITINHO PEDRA BRANCA KG
104112,QJO PROVOLONE PEDRA BRANCA KG
104116,PEPINO EM CONSERVA LINKEN 200G
104121,PE DE MOLEQUE REDONDO GUIMARAES 200G
104138,CREME LEITE VERDE CAMPO 500G
104166,PE DE MOLEQUE BANDEJA GUIMARAES 200G
104167,PICLES MISTO EM CONSERVA LINKEN 330G
104168,SUCO UVA S ADICAO ACUCAR SUVALAN 1000ML
104171,QJO HOLANDES PRIMA DONA AZUL KG
104173,FUBA DA ROCA YASMIN 1KG
104175,TOFU FRESCO ECOBRAS 270G
104178,QJO PARM 12 MESES GRAN FORMAGGIO FAT KG
104181,LEITE DE COCO DUCOCO 200ML
104182,LEITE DE COCO LIGHT DUCOCO 200ML
104183,BANANADA DIET TACHAO 200G
104186,BOLO AMER NOZES DAMASCO FINARTE 350G
104189,CROUTONS COM ALHO RS PALADAR 100G
104191,REFRIG GUARANA LATA ANTARTICA 350ML
104192,REFRIG COCA COLA LATA 350ML
104194,REFRIG FANTA LARANJA LATA 350ML
104196,ADOCANTE STEVIA PLUS LOWCUCAR 80ML
104197,FRUTOSE NATURAL LOWCUCAR 200G
104199,MULTI ADOCANTE STEVIA PLUS FAMILIAR 500G
104207,REQUEIJAO CATUPIRY FORMA 410G
104230,MAIONESE LIGHT HELLMANNS 500G
104232,COCO RALADO SOCOCO 100G
104234,BATATA TIPO CHIPS DUGATI KG
104250,CROISSANT PETITE FLEUR 280G
104251,MANT EXTRA COM SAL AVIACAO 200G
104252,MANT EXTRA SEM SAL AVIACÄO 200G
104257,MANT COM SAL LATA AVIACAO 200G
104258,QJO RALADO GRAN FORMAGGIO 50G
104285,MOLHO SHOYO LIGHT SAKURA 500ML
104286,DOCE DE LEITE PASTOSO YLAGAM 500G
104287,AMENDOA TORRADA E SALGADA KG
104291,QUEIJADINHA REFFEL 150G
104292,QUINDIM REFFEL 150G
104293,BANANADA MARIOLA YLAGAM 500G
104295,DOCE LEITE CHOCOLATE PEDACO YLAGAM 200G
104296,DOCE DE LEITE EM PEDACOS YLAGAM 200G
104299,GOIABADA YLAGAM 490G
104301,BANANA FUMEL NATURAL 250G
104305,GRANOLA TRADICIONAL BRASIL IN GRAOS 500G
104308,REQUEIJAO CATUPIRY BISNAGA 250G
104338,CREME VEGETAL COM SAL BECEL 250G
104339,CREME VEGETAL SEM SAL BECEL 250G
104344,TOMATE SECO KG
104350,BANANA PASSA BANANA BRASIL 86G
104364,BANANADA TACHAO 250G
104371,ALCAPARRAS  KG
104373,CASTANHA CAJU TORR SALGADA KG
104374,DAMASCO TURCO SECO KG
104375,ERVILHA EM GRAO KG
104376,ACUCAR CLARO ORGANICO NATIVE 1KG
104377,ACUCAR DEMERARA CLARO ORG NATIVE 1KG
104384,BOLO AMERICANO LIGHT FINARTE 275G
104385,GRANOLA INTEGRAL BRASIL IN GRAOS 500G
104386,GRANOLA ESPECIAL BRASIL IN GRAOS 500G
104390,BISCOITO LIMAO ZERO GLUT AC LACT 100G
104394,MP MAIONESE HELLMANNS KG
104402,QJO COALHO SERTANORTE KG
104412,AMENDOA SEM CASCA KG
104413,UVA PASSA PRETA SEM SEMENTE KG
104414,NOZES SEM CASCA KG
104426,AMENDOIM CROCANTE NATURAL HITTNUTS 90G
104427,AMENDOIN CROCANTE PICANTE HITTNUTS 90G
104429,AMENDOIM CROC CEBOLA SALSA HITTNUTTS 90G
104438,ERVILHA EXTRA FINA BONDUELLE 280G
104478,MASS DE ARROZ BIFUM 200G
104488,NECTAR DE CAJU DAFRUTA 1L
104489,NECTAR DE MANGA DAFRUTA 1L
104490,NECTAR PESSEGO DAFRUTA 1L
104495,NECTAR DE GOIABA DAFRUTA 1L
104505,BATATA TRADICIONAL MCCAIN 400G
104509,NECTAR DE UVA DAFRUTA 1L
104510,NECTAR LARANJA DAFRUTA 1L
104523,MOLHO DE SOJA LIGHT SAKURA 150ML
104526,MOLHO DE SOJA SHOYU TRADIC SAKURA 150ML
104527,MOSTARDA AMARELA HEMMER 200G
104529,BANANADA COM CHOCOLATE TACHAO 200G
104531,PIMENTA BIQUINHO EM CONSERVA LINKEN 200G
104534,PAO BRIOCHE HELGAS BROT 300G
104550,FARINHA  DE MANDIOCA  BRANCA YASMIM 1KG
104551,SUCO DE UVA  AURORA 1,500ML
104555,COND TOMILHO FLOCOS AROMA ERVAS 40G
104558,MARIOLA LIGHT MATILDE 200G
104559,SUCO DE UVA TTO CASA BENTO 1000ML
104562,PACOCA DE ROLHA GUIMARAES 230G
104567,BERINJELA ROLINHO KG
104568,GOIABADA CASCAO CREMOSA YLAGAM 500G
104572,ALHO ROXAO FRITO KG
104574,FARINHA DE LINHACA MONTAN 200G
104576,ACUCAR MASCAVO MONTAN 500G
104591,AMENDOIM BRASIL TIPO JAPONES AGTAL 155G
104593,ALHO PICADO NATURAL ROXAO 350G
104594,TORR TRADICIONAL GRACA 100G
104597,SUCO DE UVA ADES 1000ML
104600,MINI MILHO EM CONSERVA LINKEN 200G
104608,SORV DE FLOCOS AUGURI 500G
104618,BISC COOKIE INT CAS PAR CAJ JASMINE 150G
104619,COND MANJERICAO FLOCOS AROMA ERVAS 15G
104625,MASS LINGUINE PAGANINI 500G
104627,DOCE DE LEITE VICOSA 400G
104643,SAL ATLANTIS JASMINE 1K
104644,TAHINE INTEGRAL JASMINE 250G
104673,COOKIE CAPPUCCINO AVELA DI JASMINE 150G
104675,COOKIE AMEIXA PRT COCO DIET JASMINE 150G
104681,COND FUNG CHIL SECCH AROMA DAS ERVAS 30G
104682,COND OREGANO EM FLOC AROMA DAS ERVAS 25G
104686,CROUTONS COM TOMATE SECO RS PALADAR 150G
104688,MIXED NUTS AGTAL 50G
104692,CREME DE LEITE TRADICIONAL NESTLE 300G
104697,SUCO MIX FRUT S ADICAO ACUCAR SULAVAN 1L
104709,BOLO LARANJ FORNO LENHA TERESOPOLIS 300G
104717,ARROZ INTEGRAL PARBOILIZADO CAMIL 1KG
104718,ARROZ ESPECIAL RESERVA CAMIL 1KG
104744,MAIONESE TRADICIONAL HELLMANNS 500G
104747,AMENDOIM CROCANTE NATURAL KG
104749,MOLHO SHOYO TRADICIONAL SAKURA 500ML
104753,SALGADINHO SABOR CAMARAO EBICEN 60G
104770,CANJICA CRUA YASMIM 500G
104772,PASTA DE BACALHAU KG
104782,MELADO DE CANA GUIMARAES 250G
104784,PROT SOJA GRANULADA ESCURA MONTAN 250G
104785,GERGELIN MONTAN 200G
104786,AVEIA LAMINADA MONTAN 250G
104793,BROCOLIS CONGELADO PEDACO PRATIGEL 300G
104794,ERVILHA CONGELADA PRATIGEL 300G
104795,MEL GUARAPARI APIARIO FELBERG 700G
104796,COND NOZ MOSCADA FRU AROMA DAS ERVAS 12G
104800,MASS PASTEL FORNO MASSALEVE 300G
104803,AVEIA GROSSA MONTAN 250G
104804,FARELO DE AVEIA MONTAN 500G
104846,LEITE CONDENSADO ITAMBE 395G
104847,MARG QUALY C SAL SADIA 500G
104854,BISC TORRADIN SABOR ALHO DUGATI KG
104858,ARROZ INTEGRAL SETE CEREAIS  RARIZ 500G
104886,CASTANHA DO PARA SEM CASCA KG
104887,AZEITONA VERDE FATIADA KG
104891,FILE DE LINGUADO FRESCATTO 500G
104898,MIX CASTANHA KG
104900,MIX DE CASTANHAS FRUTAS SECAS KG
104908,BANANADA SEM ACUCAR YLAGAN 250G
104910,REFRIG GUARANA ANTARTICA ZERO LT 350ML
104915,CROISSA INTEGRAL CHESTER RICOTA LIGHT UN
104916,CROISSANT INT D FRA REQ LIGHT Q SABOR UN
104917,CROISSANT INT PEI D PER LIG REQ SABOR UN
104931,ALHO PICADO NATURAL ROXAO 200G
104932,FIGO LIMPO E PRE COZIDO 1000G
104936,OLEO DE SOJA ROTISSERIA 18LT
104937,PASTEL FORNO FGO E REQ CATUP LAYBER 120g
104938,EMPADA DE RECHEIO FRANGO LAYBER 110G
104939,FRUTOLLA ORIGINAL LA PURA FRUTA 180G
104960,CAFE EXTRA FORTE BENTO GRAO 250G
104961,CAFE EXTRA FORTE BENTO GRAO 500G
104966,SNACK D SOJA SAB ERVAS FINA GOOD SOY 25G
104967,SNACK D SOJA SAB QUEIJO GOOD SOY 25G
104968,SNACK D SOJA SAB BACON GOOD SOY 25G
104969,SALGADINHO SNAC CALABRESA SOJA G SOY 25G
104996,TOMATE PELADO C SUCO TOMAT PAGANINI 400G
104999,SUCO DE UVA ADES 200ML
105004,CAMARAO CINZ DESC CONG PR FRESCATTO 400G
105007,ANEL DE LULA CONG FRESCATTO 400G
105039,QJO PRATO BOLA ESF DAMAR FAT KG
105060,FILE ABADEJO CONGELADO FRESCATTO 500G
105075,ATUM SOLIDO COQUEIRO 170G
105081,FARINHA DE TRIGO INTEGRAL MONTAN 1KG
105082,GERMEM DE TRIGO TOSTADO MONTAN 500G
105083,GUARANA EM PO POTE MONTAN 100G
105088,FEIJAO AZUKI MONTAN 500G
105089,SEMENTE DE LINHACA ESCURA MONTAN 200G
105090,LEVEDO DE CERVEJA MONTAN 100G
105096,GOIABADA CASCAO LAF 700G
105098,GOIABADA CASCAO LAF 300G
105099,YAKISSOBA ROXO PROCESSADO KG
105107,VIN TTO URUG TANNAT MERLOT ELEGID 750ML
105130,BALA DE ALGAS MARINHAS SWEET JELLY 200G
105131,SALGADINHO SABOR CEBOLA EBICEN 60G
105138,MOLDURA A6 BRANCA DUPLA 105X148mm C  10
105139,SACO PARA LIXO 15LT
105147,VIN TTO BRAS CABE SAUVIG BATISTELO 750ML
105148,VIN TTO BRASI TANNAT BATISTEL BAG BOX 3L
105149,ERVILHA PARTIDA MONTAN 500G
105150,GRAO DE BICO MONTAN 500G
105151,LENTILHA MONTAN 500G
105152,CANJICA BRANCA MONTAN 500G
105154,CONJUNTO MOTOQUEIRO PRETO M
105155,CONJUNTO MOTOQUEIRO PRETO G
105157,TORR SLIM TOST INTEGRAL FHOM 110G
105159,GRANOLA TRADICIONAL POTE TIA SONIA 350G
105162,SABAO EM PO 1KG
105164,ETIQUETA PROCESSADOS 10% CARTAO NATURAL
105169,SUCO MACA SEM ACUCAR SUVALAN 200ML
105171,SUCO MIX DE FRUTAS SUVALAN 200ML
105172,SUCO UVA SEM ACUCAR SUVALAN 200ML
105187,FILE MIGNON SEM CORDAO KG
105189,ALCATRA PECA A VACUO KG
105194,CAPUZ DE SEGURANCA BRANCO
105200,LUVA SUPER FOOD TAMANHO 8 M
105265,ADOCANTE DIET ZERO CAL 100ML
105267,CREME DE LEITE TRAD UHT NESTLE 200G
105275,TINTA PISO AML 3,600g SUVINIL
105279,BEB SOJA C CALCIO ORIG ZERO ADES 1000ML
105306,CAMISA GOLA POLO
105307,AVENTAL TACTEL LARANJA HF UN
105405,MEL BISNAG SILVES API FLOR DA SERRA 250G
105406,SOBRECOXA DE FRANGO CONGELADO KORIN 600G
105407,COXA DE FRANGO CONGELADO KORIN 600G
105408,FILE D PEITO D FRANGO CONG KORIN 600G
105409,CAPA PLASTICA PNEU PUXADOR ABA REMOVIVEL
105410,SACOLA TRA16,5X10 ZIP SAN
105429,MASSA DE ARROZ PENNE URBANO 500G
105434,VINAGRE BRANCO PRODUCAO
105436,SEMENTE DE LINHACA DOURADA MONTAN 200G
105437,FARINHA DE LINHACA DOURADA MONTAN 200G
105449,AMARANTO EM FLOCOS JASMINE 150G
105454,BALA GOMA DENTADURA KG
105455,BALA GOMA MINHOQUINHA CITRICA KG
105456,BALA GOMA MINHOQUINHA BICEFALA KG
105461,ALHO NACIONAL EMBALADO RAIKA 500G
105462,ALHO NACIONAL EMBALADO RAIKA 200G
105474,MACA CROCANTE JASMINE 40G
105477,VIN CHI ROSE CAB SAUV STA DIGN RES 750ML
105482,BANANA PASSA POWER FRUIT 200G
105488,SUCO DE UVA CASA DE MADEIRA 1000ML
105490,GELEIA AMORA C PED TRA CASA MADEIRA 240G
105491,GELEIA FRU VER PED CASA DA MADEIRA 240G
105492,GELEIA MORANG C PED CASA DA MADEIRA 240G
105498,ESPUM BRA ARTE CASA VALDUGA BRUT 750ML
105499,ESPUM BCO ARTE CA VALD DEMIS SECO 750ML
105501,MELAO PELE DE SAPO REDINHA KG
105506,SACHE MOL ITALIANO JR 18G
105508,SACHET MOL CAESAR JR 18G
105514,NOZ MACADAMIA C COBERTURA D CHOCOLATE KG
105535,CASTANHA CAJU CARAMELIZADA C GERGELIM KG
105541,LOMBO SUINO TEMP RESFR CIACARNE
105547,VIN BRA ARG CRIOS TORRONTES 750ML
105549,FRALDEIRA REDONDA FUNDO DE MADEIRA MEDIA
105550,FRALDEIRA RED FUN MAD GRA
105556,FRALDEIRA DE MADEIRA QUADRADA
105557,FRASCO SQUEESER PET HF 500ML
105558,TAMPA SQUEESER SPORT
105585,VIN TTO CHILE CAB SAU RES RAVANAL 750 ML
105586,VIN TTO CHILE MERLOT RAVANAL RESE 750ML
105588,VIN TTO CHIL CAB SAU RAVAN GRA RES 750ML
105589,VIN TTO CHIL CARME RAVANAL GRA RES 750ML
105604,VIN BCO CHILE CHARDO VENTISQ TANTE 750ML
105610,PLACA DESODORIZADORA DE MICTORIO
105616,MOLHO SAKURA YAKISSOBA 500ML
105619,MEL GUARAPARI APIARIO FELBERG 250g
105623,COGUMELO CONSERVA FATIADO KG
105687,BOTA PVC BRANCA CN MEDIO N 37
105688,BOTA PVC BRANCA CN MEDIO N 38
105689,BOTA PVC BRANCA CN MEDIO N 39
105690,BOTA DE PVC BRANCA N 40
105691,BOTA PVC BRANCA CN MEDIO N 41
105692,BOTA PVC BRANCA CN MEDIO N 42
105693,BOTA PVC BRANCA CN MEDIO N 43
105694,BISCOITO POLVILHO TEMPERADO VITORIA 60G
105695,BISCOITO DE POLVILHO QUEIJO VITORIA 60G
105697,BISC LARANJA ZERO GLUTEN ACU LACTOS 100G
105698,BISC NAT ZERO GLU DIET BOM BISCOITO 100G
105706,PACOCA SEM ACUCAR AIRON 160G
105707,PE DE MOLEQUE SEM ACUCAR AIRON 56G
105708,MYCRR
105709,ETIQUETA PROCESSADOS REDONDA
105740,QJO PRATO LIGHT TIROLEZ KG
105741,QJO MUSS LIGHT TIROLEZ KG
105749,BOTA PVC BRANCA CN MEDIO N 36
105769,SACHE MOLHO FRENCH JR 18G
105770,SACHE MOLHO DE PIMENTA JR 3 ML
105886,TORR INTEGRAL GRACA 100G
105887,TORR LEGUMES GRACA 100G
105888,TORR SALSA CEBOLA GRACA 100G
105889,NOZ MACADAMIA TORRADA E SALGADA KG
106020,ANTEPASTO DE ABOBRINHA KG
106045,ETIQ FEIJOADA VEGETARIANA
106048,PLACA DE PRECO CARTAO HORTIFRUTI A6
106068,SUCO UVA BCO INTEGRAL AURORA 1500ML
106075,CARPACCIO DE SALMAO CONGELADO DAMM 100G
106085,FORRO DESCARTAVEL PARA ASSENTO SANITARIO
106086,DISPENSER PARA FORRO DESCARTAVEL
106087,SACO  DESC ABS HIG
106088,DISPENSER PARA SACO ABSORVENTE
106091,ADOCANTE SACHE LINEA 40G
106092,ADOCANTE USO CULINARIO LINEA 70G
106120,MIX DE FOLHAS
106140,SUCO NECTAR LARANJA DEL VALLE MAIS 1L
106141,SUCO NECTAR MANGA DEL VALLE MAIS 1L
106142,SUCO NECTAR MARACUJA DEL VALLE MAIS 1L
106143,SUCO NECTA PESSEGO DEL VALLE MAIS 1L
106144,SUCO NECTAR UVA DEL VALLE MAIS 1L
106148,SUCO NECTAR UVA LIGHT DELL VALE MAIS 1L
106172,LUVA SUPER FOOD TAMANHO 9 G
106186,MANDIOCA CHIPS DAY DAY T KG
106196,QJO MAASDAM COROA KG
106201,ETIQUETA SALATA EXPRESS
106202,ETIQ QUICHE BRIE COM DAMASCO 10X1.5cm
106203,ETIQUETA CARNES OFERTA
106204,POTE MOUSSE 70 TAMPA BAIXA
106205,EMBALAGEM FRANGO PRETA PP
106236,CASTANHA DE CAJU CRUA NATURAL KG
106244,QJO MOZZARELA D BUFULA DOURADA 1KG KG
106255,MASS TAGLIATELLE PAGANINI 500G
106256,MASS FETUCCINE PAGANINI 500G
106257,MASS FUSILLI TRICOLORE PAGANINI 500G
106258,MASS TAGLIOLINI COM OVOS PAGANINI 500G
106259,ARROZ ARBOREO PAGANINI 1KG
106264,TAMPA P FRASCO AGUA DE COCO
106268,PULVERIZADOR P ALCOOL 70
106269,ESPUM BCO PROSECCO DON GUERINO 750ML
106272,LOMBO SUINO DEFUMADO KG
106274,LINGUICA SEMI DEFUMADA KG
106283,GELEIA AMORA 100% FRUIT QUEENSBERRY 250G
106302,SOPAO ROXO PCS KG
106335,GOMA BEIJOS DE MORANGO KG
106338,LICENCA ANTI VIRU MCAFEE LIVE SAFE 12M
106346,EMBALAGEM PIMENTA 300ML GF6
106347,BOBINA TERMICA 57X300 PONTO ELETRONICO
106357,CASQUINHA LARANJA CRISTALIZADA MAZE 200G
106370,CAFE TRADICIONAL BENTO GRAO 250G
106419,REQUEIJAO DE CORTE PUROLEITE KG
106460,PASTA DE ALHO PORO KG
106505,LOMBO D BACALHAU CONGELADO BOM PORTO 1KG
106565,CEBOLA BRANCA IMPORTADA KG
106567,CREAM CHEESE TRADICIONAL POLENGHI 150G
106569,POLENGUINHO TRADICIONAL 34GR
106570,CEBOLA ROXA IMPORTADA KG
106580,PALMITO PUPUNHA PREZOTTI 500G
106581,LUVA TERMICA KEVLAR 45cm TAM UN
106582,SABAO DE COCO LIQUIDO 5L
106595,COSTELA SUINA RESFRIADA INTEIRA KG
106598,PERNIL SUINO SEM OSSO RESFRIADO BOLA KG
106652,BOTA PVC BRANCA CN MEDIO N 44
106668,KIT BOLO INGLES 300GR
106669,VIN BRAS ROSE NATURELE CASA VALDUG 750ML
106682,FORMA DE BOLO REDONDO
106685,CROIS INT QJO C DAMASCO LIGHT Q SABOR
106699,TOUCA TERMICA BALACLAVA TIPO NINJA AZUL
106702,MEL COMPOSTO GUARAPARI 200G
106719,DISPENSER PAPEL TOALHA
106748,CAMISA MALHA P
106749,GUARDA PO OXFORD MANGA LONGA
106750,CALCA BRIM PESADO 100% ALGODAO
106751,CALCA JEANS 100% ALGODAO
106752,BERMUDA JEANS 100% ALGODAO
106753,AVENTAL NAPA
106754,AVENTAL OXFORD
106755,TOUCAS
106756,LACO
106766,PERU SADIA TEMPERADO MANTEIGA C ERVA KG
106769,PERNIL SUINO SEM OSSO TEMP CONG KG
106809,CHOC SUI DARK LINDOR SING 60% LINDT 100G
106810,CHOC SUI EXCEL INTENSE ORANGE LINDT 100G
106812,INUTILIZADO
106818,SUCO VERDE PCS 300ML
